,Unnamed: 0,Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,enroll_year,enroll_month,enroll_month_year,enroll_day,cancel_year,cancel_month,cancel_month_year,cancel_day,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled
10044,10044,203577,Mayme,Pinard,Mayme Pinard,Ontario,Toronto,43.653225,-79.383186,female,Master,Rural,27972.0,Married,Star,2227.07,Standard,2018,4,2018-04,2,,,NaT,,1368,,1368.0,False
10045,10045,242203,Anastasia,Cariaso,Anastasia Cariaso,British Columbia,Vancouver,49.28273,-123.12074,male,Master,Urban,27972.0,Married,Star,2227.07,Standard,2017,5,2017-05,25,2019.0,4.0,2019-04,20.0,1680,985.0,695.0,True
10046,10046,247680,Milford,Bodie,Milford Bodie,Alberta,Edmonton,53.544388,-113.49093,male,Master,Suburban,27972.0,Married,Star,2227.07,Standard,2020,2,2020-02,11,,,NaT,,688,,688.0,False
10047,10047,270862,Johnnie,Bertelson,Johnnie Bertelson,Quebec,Montreal,45.50169,-73.567253,female,Master,Suburban,27972.0,Married,Star,2227.07,Standard,2016,8,2016-08,27,,,NaT,,1951,,1951.0,False
10048,10048,313185,Page,Giacomini,Page Giacomini,British Columbia,Whistler,50.116322,-122.95736,female,Master,Suburban,27972.0,Married,Star,2227.07,Standard,2018,3,2018-03,12,,,NaT,,1389,,1389.0,False
10049,10049,360942,Denae,Senese,Denae Senese,Ontario,Toronto,43.653225,-79.383186,male,Master,Suburban,27972.0,Married,Star,2227.07,Standard,2016,4,2016-04,1,,,NaT,,2099,,2099.0,False
10050,10050,567412,Ramonita,Fanter,Ramonita Fanter,Ontario,Toronto,43.653225,-79.383186,male,Master,Urban,27972.0,Married,Star,2227.07,Standard,2019,4,2019-04,8,,,NaT,,997,,997.0,False
10051,10051,763806,Fleta,Lambrukos,Fleta Lambrukos,Ontario,Toronto,43.653225,-79.383186,male,Master,Rural,27972.0,Married,Star,2227.07,Standard,2021,12,2021-12,10,,,NaT,,20,,20.0,False
10052,10052,868912,Luigi,Priolean,Luigi Priolean,Quebec,Montreal,45.50169,-73.567253,female,Master,Suburban,27972.0,Married,Star,2227.07,Standard,2018,11,2018-11,13,,,NaT,,1143,,1143.0,False
10053,10053,930209,Stephani,Mantanona,Stephani Mantanona,British Columbia,West Vancouver,49.328625,-123.16019,female,Master,Urban,27972.0,Married,Star,2227.07,Standard,2017,5,2017-05,7,,,NaT,,1698,,1698.0,False
10054,10054,133732,Kristyn,Namisnak,Kristyn Namisnak,Ontario,Sudbury,46.522099,-80.953033,male,College,Suburban,0.0,Single,Star,2228.53,Standard,2016,9,2016-09,23,,,NaT,,1924,,1924.0,False
10055,10055,169865,Tinisha,Cappiello,Tinisha Cappiello,British Columbia,Vancouver,49.28273,-123.12074,male,College,Urban,0.0,Married,Star,2229.36,Standard,2016,3,2016-03,8,2017.0,7.0,2017-07,2.0,2123,1642.0,481.0,True
10056,10056,830673,Tammera,Moretta,Tammera Moretta,Ontario,Trenton,44.101128,-77.576309,female,College,Suburban,0.0,Married,Star,2229.36,Standard,2017,3,2017-03,3,,,NaT,,1763,,1763.0,False
10057,10057,342569,Chin,Hudack,Chin Hudack,Ontario,Thunder Bay,48.380894,-89.247681,female,College,Rural,0.0,Single,Star,2230.28,Standard,2019,7,2019-07,2,,,NaT,,912,,912.0,False
10058,10058,323043,Exie,Klinefelter,Exie Klinefelter,British Columbia,Vancouver,49.28273,-123.12074,female,College,Rural,0.0,Married,Star,2230.76,Standard,2019,6,2019-06,18,,,NaT,,926,,926.0,False
10059,10059,400985,Alyson,Valdo,Alyson Valdo,Quebec,Hull,45.42873,-75.713364,female,College,Suburban,0.0,Married,Star,2230.76,Standard,2017,3,2017-03,12,,,NaT,,1754,,1754.0,False
10060,10060,180484,Caleb,Swineford,Caleb Swineford,Saskatchewan,Regina,50.44521,-104.6189,male,College,Urban,0.0,Married,Star,2231.79,Standard,2017,1,2017-01,13,2019.0,9.0,2019-09,16.0,1812,836.0,976.0,True
10061,10061,455941,Euna,Wela,Euna Wela,Nova Scotia,Halifax,44.648766,-63.575237,female,College,Rural,0.0,Married,Star,2231.79,Standard,2015,5,2015-05,27,,,NaT,,2409,,2409.0,False
10062,10062,393403,Eulalia,Peltzer,Eulalia Peltzer,Quebec,Montreal,45.50169,-73.567253,female,College,Rural,0.0,Married,Star,2236.09,Standard,2018,8,2018-08,1,,,NaT,,1247,,1247.0,False
10063,10063,790943,Gino,Rooke,Gino Rooke,Manitoba,Winnipeg,49.895138,-97.138374,male,College,Rural,0.0,Married,Star,2236.09,Standard,2021,10,2021-10,29,,,NaT,,62,,62.0,False
10064,10064,137106,Florencia,Kesson,Florencia Kesson,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Married,Star,2237.35,Standard,2016,8,2016-08,18,,,NaT,,1960,,1960.0,False
10065,10065,646277,Versie,Lebon,Versie Lebon,Ontario,Toronto,43.653225,-79.383186,male,College,Rural,0.0,Married,Star,2237.35,Standard,2019,4,2019-04,2,,,NaT,,1003,,1003.0,False
10066,10066,796281,Ernest,Homa,Ernest Homa,British Columbia,Victoria,48.428421,-123.36565,female,College,Suburban,0.0,Single,Star,2239.65,Standard,2019,9,2019-09,26,,,NaT,,826,,826.0,False
10067,10067,807297,Hugh,Yoke,Hugh Yoke,Quebec,Hull,45.42873,-75.713364,male,College,Urban,0.0,Single,Star,2239.65,Standard,2019,4,2019-04,23,,,NaT,,982,,982.0,False
10068,10068,150767,Shin,Aydelott,Shin Aydelott,Nova Scotia,Halifax,44.648766,-63.575237,female,College,Urban,0.0,Single,Star,2241.11,Standard,2021,12,2021-12,22,,,NaT,,8,,8.0,False
10069,10069,451080,Connie,Honeycut,Connie Honeycut,Saskatchewan,Regina,50.44521,-104.6189,male,College,Urban,0.0,Single,Star,2241.11,Standard,2021,9,2021-09,5,2019.0,5.0,2019-05,5.0,116,970.0,0.0,True
10070,10070,290184,Nubia,Derden,Nubia Derden,Quebec,Montreal,45.50169,-73.567253,female,College,Suburban,0.0,Single,Star,2241.46,Standard,2015,12,2015-12,9,,,NaT,,2213,,2213.0,False
10071,10071,569236,Jessica,Tangabekyan,Jessica Tangabekyan,New Brunswick,Fredericton,45.963589,-66.643112,male,College,Rural,0.0,Single,Star,2241.46,Standard,2016,9,2016-09,2,,,NaT,,1945,,1945.0,False
10072,10072,684835,Ignacia,Viteo,Ignacia Viteo,Ontario,Toronto,43.653225,-79.383186,male,Doctor,Suburban,12131.0,Single,Star,2242.09,Standard,2021,7,2021-07,27,,,NaT,,156,,156.0,False
10073,10073,874336,Woodrow,Madrano,Woodrow Madrano,British Columbia,Vancouver,49.28273,-123.12074,male,Doctor,Suburban,12131.0,Single,Star,2242.09,Standard,2015,11,2015-11,1,,,NaT,,2251,,2251.0,False
10074,10074,611618,Mittie,Jock,Mittie Jock,Quebec,Montreal,45.50169,-73.567253,male,College,Suburban,0.0,Single,Star,2242.23,Standard,2017,9,2017-09,29,,,NaT,,1553,,1553.0,False
10075,10075,688139,Adeline,Tyon,Adeline Tyon,British Columbia,Whistler,50.116322,-122.95736,female,College,Urban,0.0,Single,Star,2242.23,2021 Promotion,2021,4,2021-04,11,,,NaT,,263,,263.0,False
10076,10076,755015,Lucia,Dowd,Lucia Dowd,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Divorced,Star,2242.24,Standard,2021,7,2021-07,28,,,NaT,,155,,155.0,False
10077,10077,897673,Elisabeth,Zarazua,Elisabeth Zarazua,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Divorced,Star,2242.24,Standard,2020,9,2020-09,13,2021.0,5.0,2021-05,13.0,473,231.0,242.0,True
10078,10078,127725,Glinda,Fosson,Glinda Fosson,Ontario,Toronto,43.653225,-79.383186,male,College,Rural,0.0,Single,Star,2242.57,Standard,2018,4,2018-04,26,,,NaT,,1344,,1344.0,False
10079,10079,705453,George,Courtney,George Courtney,British Columbia,Vancouver,49.28273,-123.12074,male,College,Urban,0.0,Single,Star,2242.57,Standard,2017,12,2017-12,27,,,NaT,,1464,,1464.0,False
10080,10080,199809,Shera,TRUE,Shera TRUE,Ontario,Ottawa,45.421532,-75.697189,female,College,Urban,0.0,Single,Star,2243.47,Standard,2018,11,2018-11,26,,,NaT,,1130,,1130.0,False
10081,10081,491391,Temple,Feldtman,Temple Feldtman,Alberta,Edmonton,53.544388,-113.49093,female,College,Rural,0.0,Single,Star,2243.47,Standard,2015,7,2015-07,20,,,NaT,,2355,,2355.0,False
10082,10082,533470,Dusty,Yeoman,Dusty Yeoman,Ontario,Toronto,43.653225,-79.383186,female,College,Urban,0.0,Single,Star,2243.47,Standard,2016,1,2016-01,16,,,NaT,,2175,,2175.0,False
10083,10083,209729,Voncile,Gerald,Voncile Gerald,Ontario,London,42.984924,-81.245277,female,Master,Urban,24910.0,Single,Star,2248.45,Standard,2019,4,2019-04,15,,,NaT,,990,,990.0,False
10084,10084,311946,Everette,Osullivan,Everette Osullivan,British Columbia,Victoria,48.428421,-123.36565,female,Master,Suburban,24910.0,Single,Star,2248.45,Standard,2021,7,2021-07,15,,,NaT,,168,,168.0,False
10085,10085,415916,Donte,Schwingel,Donte Schwingel,Ontario,Toronto,43.653225,-79.383186,female,Master,Suburban,24910.0,Single,Star,2248.45,Standard,2020,8,2020-08,5,,,NaT,,512,,512.0,False
10086,10086,523110,Shakia,Knobel,Shakia Knobel,British Columbia,Dawson Creek,55.759628,-120.23766,male,Master,Rural,24910.0,Single,Star,2248.45,Standard,2015,5,2015-05,4,,,NaT,,2432,,2432.0,False
10087,10087,536848,Dwight,Rinebold,Dwight Rinebold,Quebec,Quebec City,46.813877,-71.207977,female,Master,Urban,24910.0,Single,Star,2248.45,Standard,2017,11,2017-11,7,2020.0,6.0,2020-06,1.0,1514,577.0,937.0,True
10088,10088,604436,Pilar,Hemley,Pilar Hemley,Newfoundland,St. John's,47.561508,-52.712578,male,Master,Rural,24910.0,Single,Star,2248.45,Standard,2021,10,2021-10,21,,,NaT,,70,,70.0,False
10089,10089,608974,Adelina,Leopardi,Adelina Leopardi,Alberta,Banff,51.178398,-115.5708,female,Master,Rural,24910.0,Single,Star,2248.45,Standard,2015,10,2015-10,13,,,NaT,,2270,,2270.0,False
10090,10090,638253,Everett,Wynn,Everett Wynn,Quebec,Hull,45.42873,-75.713364,female,Master,Suburban,24910.0,Single,Star,2248.45,Standard,2018,11,2018-11,17,,,NaT,,1139,,1139.0,False
10091,10091,686471,Romona,Lennert,Romona Lennert,Ontario,Ottawa,45.421532,-75.697189,male,Master,Urban,24910.0,Single,Star,2248.45,Standard,2017,10,2017-10,13,,,NaT,,1539,,1539.0,False
10092,10092,959514,Hattie,Visocsky,Hattie Visocsky,Ontario,Toronto,43.653225,-79.383186,male,Master,Suburban,24910.0,Single,Star,2248.45,2021 Promotion,2021,3,2021-03,16,,,NaT,,289,,289.0,False
10093,10093,504455,Herb,Iacovone,Herb Iacovone,Ontario,Ottawa,45.421532,-75.697189,female,College,Suburban,0.0,Divorced,Star,2249.87,Standard,2021,6,2021-06,18,2021.0,8.0,2021-08,28.0,195,124.0,71.0,True
10094,10094,522251,Bob,Mcinnes,Bob Mcinnes,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Single,Star,2252.42,Standard,2020,3,2020-03,26,,,NaT,,644,,644.0,False
10095,10095,590098,Korey,Domann,Korey Domann,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Single,Star,2252.42,Standard,2017,4,2017-04,14,,,NaT,,1721,,1721.0,False
10096,10096,341904,Daniele,Obanner,Daniele Obanner,Manitoba,Winnipeg,49.895138,-97.138374,male,College,Suburban,0.0,Single,Star,2254.4,Standard,2021,10,2021-10,4,,,NaT,,87,,87.0,False
10097,10097,621180,Glinda,Betzner,Glinda Betzner,Quebec,Montreal,45.50169,-73.567253,male,College,Rural,0.0,Single,Star,2254.4,Standard,2017,12,2017-12,9,,,NaT,,1482,,1482.0,False
10098,10098,700245,Walker,Parvin,Walker Parvin,New Brunswick,Fredericton,45.963589,-66.643112,male,College,Rural,0.0,Single,Star,2254.93,Standard,2017,11,2017-11,23,,,NaT,,1498,,1498.0,False
10099,10099,960195,Luann,Deur,Luann Deur,Quebec,Tremblant,46.118462,-74.596184,female,College,Suburban,0.0,Single,Star,2254.93,Standard,2018,2,2018-02,26,,,NaT,,1403,,1403.0,False
10100,10100,492165,Marlo,Larner,Marlo Larner,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,58289.0,Single,Star,2255.31,2021 Promotion,2017,8,2017-08,3,,,NaT,,1610,,1610.0,False
10101,10101,894041,Ozella,Wilmott,Ozella Wilmott,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Urban,58289.0,Single,Star,2255.31,Standard,2016,8,2016-08,26,,,NaT,,1952,,1952.0,False
10102,10102,384286,Isabelle,Balak,Isabelle Balak,Manitoba,Winnipeg,49.895138,-97.138374,male,College,Urban,0.0,Single,Star,2258.79,Standard,2020,3,2020-03,3,,,NaT,,667,,667.0,False
10103,10103,693045,Kathrin,Meese,Kathrin Meese,Quebec,Montreal,45.50169,-73.567253,female,College,Urban,0.0,Single,Star,2258.79,Standard,2020,12,2020-12,11,,,NaT,,384,,384.0,False
10104,10104,240829,Dee,Baggesen,Dee Baggesen,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Married,Star,2263.28,Standard,2017,7,2017-07,19,,,NaT,,1625,,1625.0,False
10105,10105,904300,Drew,Trenholm,Drew Trenholm,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Married,Star,2263.28,Standard,2021,6,2021-06,7,,,NaT,,206,,206.0,False
10106,10106,404720,Lucilla,Docimo,Lucilla Docimo,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Divorced,Star,2265.32,Standard,2019,5,2019-05,31,,,NaT,,944,,944.0,False
10107,10107,508080,Norman,Fimbres,Norman Fimbres,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Divorced,Star,2265.32,Standard,2020,7,2020-07,23,,,NaT,,525,,525.0,False
10108,10108,313544,Iva,Sissell,Iva Sissell,Ontario,Toronto,43.653225,-79.383186,male,College,Urban,0.0,Married,Star,2267.6,Standard,2020,5,2020-05,10,,,NaT,,599,,599.0,False
10109,10109,557723,Lashawn,Accardo,Lashawn Accardo,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Married,Star,2267.6,Standard,2019,3,2019-03,10,,,NaT,,1026,,1026.0,False
10110,10110,133066,Kimber,Allie,Kimber Allie,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Single,Star,2269.84,Standard,2019,8,2019-08,22,,,NaT,,861,,861.0,False
10111,10111,469532,Wynell,Wonsik,Wynell Wonsik,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Single,Star,2269.84,Standard,2021,8,2021-08,27,,,NaT,,125,,125.0,False
10112,10112,295578,Amelia,Mckernan,Amelia Mckernan,British Columbia,Whistler,50.116322,-122.95736,male,College,Rural,0.0,Single,Star,2272.31,Standard,2020,4,2020-04,15,,,NaT,,624,,624.0,False
10113,10113,581682,Taina,Seney,Taina Seney,Quebec,Montreal,45.50169,-73.567253,male,College,Rural,0.0,Single,Star,2272.31,Standard,2016,11,2016-11,9,,,NaT,,1877,,1877.0,False
10114,10114,193781,Maple,Petre,Maple Petre,Alberta,Peace River,56.23418,-117.28938,female,High School or Below,Suburban,16618.0,Single,Star,2272.34,Standard,2017,8,2017-08,8,,,NaT,,1605,,1605.0,False
10115,10115,595323,Yessenia,Deeks,Yessenia Deeks,Ontario,Toronto,43.653225,-79.383186,male,High School or Below,Suburban,16618.0,Single,Star,2272.34,Standard,2018,11,2018-11,10,,,NaT,,1146,,1146.0,False
10116,10116,417721,Judson,Hoitt,Judson Hoitt,Ontario,Ottawa,45.421532,-75.697189,male,College,Rural,0.0,Single,Star,2272.45,Standard,2017,11,2017-11,5,2018.0,7.0,2018-07,5.0,1516,1274.0,242.0,True
10117,10117,287224,Kimbery,Peatry,Kimbery Peatry,Ontario,Trenton,44.101128,-77.576309,male,College,Suburban,0.0,Single,Star,2273.62,Standard,2015,9,2015-09,20,,,NaT,,2293,,2293.0,False
10118,10118,516491,Linda,Barts,Linda Barts,British Columbia,Vancouver,49.28273,-123.12074,male,College,Suburban,0.0,Single,Star,2273.62,Standard,2017,9,2017-09,23,,,NaT,,1559,,1559.0,False
10119,10119,287198,Jack,Izzi,Jack Izzi,Ontario,Trenton,44.101128,-77.576309,female,College,Rural,0.0,Single,Star,2274.65,Standard,2016,3,2016-03,3,,,NaT,,2128,,2128.0,False
10120,10120,825336,Heike,Paik,Heike Paik,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Single,Star,2274.65,Standard,2018,7,2018-07,4,,,NaT,,1275,,1275.0,False
10121,10121,792094,Josefine,Bensley,Josefine Bensley,Ontario,Kingston,44.231171,-76.485954,female,College,Rural,0.0,Single,Star,2274.67,Standard,2017,4,2017-04,29,2017.0,12.0,2017-12,29.0,1706,1462.0,244.0,True
10122,10122,685683,Dion,Hoofard,Dion Hoofard,Alberta,Banff,51.178398,-115.5708,male,College,Suburban,0.0,Single,Star,2274.78,Standard,2019,6,2019-06,16,,,NaT,,928,,928.0,False
10123,10123,937030,Betty,Guise,Betty Guise,Ontario,Toronto,43.653225,-79.383186,male,College,Urban,0.0,Single,Star,2274.78,Standard,2017,1,2017-01,17,,,NaT,,1808,,1808.0,False
10124,10124,449530,Armida,Tillie,Armida Tillie,Ontario,Toronto,43.653225,-79.383186,female,College,Urban,0.0,Single,Star,2275.36,Standard,2020,8,2020-08,12,,,NaT,,505,,505.0,False
10125,10125,597191,Tayna,Kam,Tayna Kam,Alberta,Edmonton,53.544388,-113.49093,male,College,Rural,0.0,Single,Star,2275.36,Standard,2018,12,2018-12,29,,,NaT,,1097,,1097.0,False
10126,10126,153760,Enriqueta,Hunnicut,Enriqueta Hunnicut,Quebec,Hull,45.42873,-75.713364,male,College,Urban,0.0,Single,Star,2275.4,Standard,2019,7,2019-07,25,2020.0,3.0,2020-03,25.0,889,645.0,244.0,True
10127,10127,429054,Towanda,Gleave,Towanda Gleave,British Columbia,Vancouver,49.28273,-123.12074,male,College,Rural,0.0,Single,Star,2275.4,Standard,2017,7,2017-07,12,,,NaT,,1632,,1632.0,False
10128,10128,284621,Verlie,Granquist,Verlie Granquist,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Single,Star,2276.39,2021 Promotion,2019,4,2019-04,28,,,NaT,,977,,977.0,False
10129,10129,434760,Dona,Lulic,Dona Lulic,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Single,Star,2276.39,Standard,2015,6,2015-06,13,,,NaT,,2392,,2392.0,False
10130,10130,663897,Emeline,Gascon,Emeline Gascon,Nova Scotia,Halifax,44.648766,-63.575237,female,High School or Below,Suburban,23253.0,Divorced,Star,2279.7,Standard,2021,8,2021-08,6,2019.0,4.0,2019-04,6.0,146,999.0,0.0,True
10131,10131,934235,Calvin,Ferracioli,Calvin Ferracioli,Saskatchewan,Regina,50.44521,-104.6189,female,High School or Below,Suburban,23253.0,Divorced,Star,2279.7,Standard,2019,4,2019-04,13,,,NaT,,992,,992.0,False
10132,10132,355102,Olga,Hagglund,Olga Hagglund,British Columbia,Vancouver,49.28273,-123.12074,female,College,Suburban,0.0,Single,Star,2279.75,Standard,2021,1,2021-01,25,,,NaT,,339,,339.0,False
10133,10133,979135,Arianna,Toro,Arianna Toro,Ontario,Toronto,43.653225,-79.383186,male,College,Rural,0.0,Single,Star,2279.75,2021 Promotion,2021,3,2021-03,2,,,NaT,,303,,303.0,False
10134,10134,309933,Roni,Raul,Roni Raul,British Columbia,Vancouver,49.28273,-123.12074,male,College,Urban,0.0,Married,Star,2280.39,2021 Promotion,2019,11,2019-11,17,,,NaT,,774,,774.0,False
10135,10135,510537,Annika,Daubs,Annika Daubs,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Married,Star,2280.39,Standard,2020,6,2020-06,9,,,NaT,,569,,569.0,False
10136,10136,153656,Carrie,Diloreto,Carrie Diloreto,Alberta,Banff,51.178398,-115.5708,female,College,Suburban,0.0,Married,Star,2287.6,Standard,2019,12,2019-12,10,2020.0,8.0,2020-08,10.0,751,507.0,244.0,True
10137,10137,274141,Anastacia,Petitte,Anastacia Petitte,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Married,Star,2287.6,Standard,2018,2,2018-02,20,,,NaT,,1409,,1409.0,False
10138,10138,192543,Moira,Puterbaugh,Moira Puterbaugh,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Suburban,69024.0,Married,Star,2287.92,Standard,2018,5,2018-05,2,,,NaT,,1338,,1338.0,False
10139,10139,321427,Anja,Rullman,Anja Rullman,New Brunswick,Fredericton,45.963589,-66.643112,male,Bachelor,Urban,69024.0,Married,Star,2287.92,Standard,2021,5,2021-05,20,,,NaT,,224,,224.0,False
10140,10140,628844,Toya,Angeloro,Toya Angeloro,Nova Scotia,Halifax,44.648766,-63.575237,male,College,Suburban,0.0,Divorced,Star,2288.76,Standard,2019,7,2019-07,31,,,NaT,,883,,883.0,False
10141,10141,702800,Melita,Kolesnik,Melita Kolesnik,Saskatchewan,Regina,50.44521,-104.6189,female,College,Rural,0.0,Divorced,Star,2288.76,Standard,2015,6,2015-06,1,,,NaT,,2404,,2404.0,False
10142,10142,159608,Barney,Platero,Barney Platero,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Single,Star,2289.62,Standard,2016,2,2016-02,14,,,NaT,,2146,,2146.0,False
10143,10143,765518,Brittny,Timbers,Brittny Timbers,Alberta,Peace River,56.23418,-117.28938,female,College,Urban,0.0,Single,Star,2289.62,Standard,2018,2,2018-02,2,,,NaT,,1427,,1427.0,False
10144,10144,506293,Raul,Wiedeman,Raul Wiedeman,Ontario,Thunder Bay,48.380894,-89.247681,male,College,Suburban,0.0,Single,Star,2290.68,Standard,2020,3,2020-03,27,2020.0,11.0,2020-11,27.0,643,398.0,245.0,True
10145,10145,824315,Graham,Magliocca,Graham Magliocca,Ontario,London,42.984924,-81.245277,female,College,Urban,0.0,Single,Star,2292.79,Standard,2018,2,2018-02,28,,,NaT,,1401,,1401.0,False
10146,10146,196777,Wynona,Kalscheuer,Wynona Kalscheuer,Alberta,Edmonton,53.544388,-113.49093,male,College,Rural,0.0,Divorced,Star,2294.3,Standard,2020,10,2020-10,11,,,NaT,,445,,445.0,False
10147,10147,257705,Bobbye,Waxman,Bobbye Waxman,Ontario,Toronto,43.653225,-79.383186,male,College,Urban,0.0,Divorced,Star,2294.3,Standard,2017,10,2017-10,31,,,NaT,,1521,,1521.0,False
10148,10148,262562,Tad,Anez,Tad Anez,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Married,Star,2294.48,Standard,2015,11,2015-11,9,,,NaT,,2243,,2243.0,False
10149,10149,338786,Shaina,Yarbro,Shaina Yarbro,Alberta,Banff,51.178398,-115.5708,male,College,Urban,0.0,Married,Star,2294.48,Standard,2016,5,2016-05,5,,,NaT,,2065,,2065.0,False
10150,10150,225067,Ava,Barela,Ava Barela,Ontario,Toronto,43.653225,-79.383186,male,College,Suburban,0.0,Married,Star,2298.38,Standard,2017,3,2017-03,30,,,NaT,,1736,,1736.0,False
10151,10151,794784,Marcene,Arfman,Marcene Arfman,British Columbia,Dawson Creek,55.759628,-120.23766,female,College,Rural,0.0,Married,Star,2298.38,Standard,2018,5,2018-05,26,,,NaT,,1314,,1314.0,False
10152,10152,270022,Merrill,Harrell,Merrill Harrell,Ontario,Trenton,44.101128,-77.576309,male,College,Urban,0.0,Single,Star,2300.33,Standard,2015,6,2015-06,9,,,NaT,,2396,,2396.0,False
10153,10153,982017,Ilene,Sonnee,Ilene Sonnee,British Columbia,Vancouver,49.28273,-123.12074,female,College,Urban,0.0,Single,Star,2300.33,Standard,2019,6,2019-06,27,,,NaT,,917,,917.0,False
10154,10154,119634,Alia,Sedman,Alia Sedman,Saskatchewan,Regina,50.44521,-104.6189,female,Master,Rural,25905.0,Divorced,Star,2300.69,2021 Promotion,2021,3,2021-03,8,,,NaT,,297,,297.0,False
10155,10155,212544,Queenie,Derry,Queenie Derry,Nova Scotia,Halifax,44.648766,-63.575237,male,Master,Suburban,25905.0,Divorced,Star,2300.69,Standard,2020,9,2020-09,21,,,NaT,,465,,465.0,False
10156,10156,304445,Shona,Halderman,Shona Halderman,Quebec,Montreal,45.50169,-73.567253,female,Master,Suburban,25905.0,Divorced,Star,2300.69,Standard,2020,6,2020-06,26,,,NaT,,552,,552.0,False
10157,10157,315869,Marshall,Alvord,Marshall Alvord,Ontario,Toronto,43.653225,-79.383186,female,Master,Rural,25905.0,Divorced,Star,2300.69,Standard,2016,4,2016-04,2,,,NaT,,2098,,2098.0,False
10158,10158,373429,Gene,Mercando,Gene Mercando,British Columbia,Vancouver,49.28273,-123.12074,female,Master,Urban,25905.0,Divorced,Star,2300.69,Standard,2021,12,2021-12,22,,,NaT,,8,,8.0,False
10159,10159,492401,Melissia,Forsthoffer,Melissia Forsthoffer,Quebec,Hull,45.42873,-75.713364,male,Master,Suburban,25905.0,Divorced,Star,2300.69,Standard,2017,2,2017-02,7,,,NaT,,1787,,1787.0,False
10160,10160,637760,Dulce,Larcade,Dulce Larcade,Ontario,Trenton,44.101128,-77.576309,male,Master,Urban,25905.0,Divorced,Star,2300.69,Standard,2018,5,2018-05,17,,,NaT,,1323,,1323.0,False
10161,10161,793180,Lawerence,Gietzen,Lawerence Gietzen,British Columbia,Vancouver,49.28273,-123.12074,female,Master,Rural,25905.0,Divorced,Star,2300.69,Standard,2021,6,2021-06,26,,,NaT,,187,,187.0,False
10162,10162,843212,Lesa,Hoefflin,Lesa Hoefflin,British Columbia,Vancouver,49.28273,-123.12074,male,Master,Urban,25905.0,Divorced,Star,2300.69,Standard,2018,11,2018-11,14,,,NaT,,1142,,1142.0,False
10163,10163,854969,Johnathan,Turansky,Johnathan Turansky,Ontario,Trenton,44.101128,-77.576309,female,Master,Urban,25905.0,Divorced,Star,2300.69,2021 Promotion,2021,4,2021-04,28,,,NaT,,246,,246.0,False
10164,10164,966210,Lennie,Menon,Lennie Menon,British Columbia,Vancouver,49.28273,-123.12074,male,Master,Suburban,25905.0,Divorced,Star,2300.69,2021 Promotion,2021,4,2021-04,17,,,NaT,,257,,257.0,False
10165,10165,993271,Lashawnda,Covin,Lashawnda Covin,British Columbia,Victoria,48.428421,-123.36565,male,Master,Urban,25905.0,Divorced,Star,2300.69,Standard,2019,3,2019-03,7,,,NaT,,1029,,1029.0,False
10166,10166,401454,Rene,Dubinsky,Rene Dubinsky,Quebec,Montreal,45.50169,-73.567253,female,College,Urban,0.0,Single,Star,2302.82,Standard,2015,9,2015-09,19,,,NaT,,2294,,2294.0,False
10167,10167,709659,Jeanice,Hedrich,Jeanice Hedrich,British Columbia,Whistler,50.116322,-122.95736,male,College,Urban,0.0,Single,Star,2302.82,Standard,2015,5,2015-05,22,,,NaT,,2414,,2414.0,False
10168,10168,589466,Myesha,Seigle,Myesha Seigle,British Columbia,Victoria,48.428421,-123.36565,female,College,Urban,0.0,Married,Star,2305.06,Standard,2018,9,2018-09,26,,,NaT,,1191,,1191.0,False
